5,818.39,3.91841
10,843.219,6.03647
15,853.244,6.04878
20,851.098,4.91583
25,859.171,3.64763
30,863.683,4.31383
35,880.39,4.2432
40,899.415,4.85348
45,883.829,4.83382
50,897.878,5.07129
55,911.488,6.24343
60,902.659,5.42155
65,898.122,4.17251
70,905.902,7.34701
75,897.854,5.0919
80,903.463,4.56456
